% Moku:Go Logic Analyzer
% Pin 1 - A0 - Output 1
% Pin 2 - B0 - Output 1
% Pin 8 - C in - Output 1
% Pin 3 - S0 - Input
% Pin 4 - A1 - Output 1
% Pin 5 - B1 - Output 1
% Pin 6 - S1 - Input
% Pin 7 - C1 - Input
% Time span 28.94 ms, time offset -10.62 us
% Basic trigger, Auto mode, Pin 1, Rising edge
% Pattern Generator 1: 10 values, divider 200,000, baud rate 625
% Pattern Generator 2: 8 values, divider 125, baud rate 1,000,000
% 
% Acquired 2025-10-24 T 15:17:15 +0530
% Time (s), Pin 1 - A0, Pin 2 - B0, Pin 8 - C in, Pin 3 - S0, Pin 4 - A1, Pin 5 - B1, Pin 6 - S1, Pin 7 - C1
-4.376800000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-4.348480000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-4.320160000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-4.291840000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-4.263520000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-4.235200000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-4.206880000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-4.178560000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-4.150240000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-4.121920000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-4.093600000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-4.065280000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-4.036960000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-4.008640000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.980320000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.952000000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.923680000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.895360000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.867040000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.838720000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.810400000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.782080000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.753760000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.725440000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.697120000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.668800000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.640480000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.612160000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.583840000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.555520000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.527200000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.498880000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.470560000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.442240000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.413920000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.385600000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.357280000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.328960000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.300640000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.272320000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.244000000000e-03, 1, 0, 0, 0, 1, 1, 1, 1
-3.215680000000e-03, 0.5, 0, 0.5, 0, 1, 1, 0.5, 0.5
-3.187360000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-3.159040000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-3.130720000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-3.102400000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-3.074080000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-3.045760000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-3.017440000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.989120000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.960800000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.932480000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.904160000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.875840000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.847520000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.819200000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.790880000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.762560000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.734240000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.705920000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.677600000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.649280000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.620960000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.592640000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.564320000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.536000000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.507680000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.479360000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.451040000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.422720000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.394400000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.366080000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.337760000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.309440000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.281120000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.252800000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.224480000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.196160000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.167840000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.139520000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.111200000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.082880000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.054560000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-2.026240000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.997920000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.969600000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.941280000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.912960000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.884640000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.856320000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.828000000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.799680000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.771360000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.743040000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.714720000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.686400000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.658080000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.629760000000e-03, 0, 0, 1, 0, 1, 1, 0, 1
-1.601440000000e-03, 0, 0.5, 1, 0, 0.5, 0.5, 0.5, 0.5
-1.573120000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.544800000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.516480000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.488160000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.459840000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.431520000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.403200000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.374880000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.346560000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.318240000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.289920000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.261600000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.233280000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.204960000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.176640000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.148320000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.120000000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.091680000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.063360000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.035040000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-1.006720000000e-03, 0, 1, 1, 0, 0, 0, 1, 0
-9.784000000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-9.500800000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-9.217600000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-8.934400000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-8.651200000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-8.368000000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-8.084800000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-7.801600000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-7.518400000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-7.235200000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-6.952000000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-6.668800000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-6.385600000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-6.102400000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-5.819200000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-5.536000000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-5.252800000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-4.969600000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-4.686400000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-4.403200000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-4.120000000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-3.836800000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-3.553600000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-3.270400000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-2.987200000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-2.704000000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-2.420800000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-2.137600000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-1.854400000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-1.571200000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-1.288000000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-1.004800000000e-04, 0, 1, 1, 0, 0, 0, 1, 0
-7.216000000000e-05, 0, 1, 1, 0, 0, 0, 1, 0
-4.384000000000e-05, 0, 1, 1, 0, 0, 0, 1, 0
-1.552000000000e-05, 0.5, 0.5, 1, 0, 0.5, 0, 0.5, 0.5
1.280000000000e-05, 1, 0, 1, 0, 1, 0, 0, 1
4.112000000000e-05, 1, 0, 1, 0, 1, 0, 0, 1
6.944000000000e-05, 1, 0, 1, 0, 1, 0, 0, 1
9.776000000000e-05, 1, 0, 1, 0, 1, 0, 0, 1
1.260800000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
1.544000000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
1.827200000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
2.110400000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
2.393600000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
2.676800000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
2.960000000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
3.243200000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
3.526400000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
3.809600000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
4.092800000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
4.376000000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
4.659200000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
4.942400000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
5.225600000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
5.508800000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
5.792000000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
6.075200000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
6.358400000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
6.641600000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
6.924800000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
7.208000000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
7.491200000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
7.774400000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
8.057600000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
8.340800000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
8.624000000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
8.907200000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
9.190400000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
9.473600000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
9.756800000000e-04, 1, 0, 1, 0, 1, 0, 0, 1
1.004000000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.032320000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.060640000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.088960000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.117280000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.145600000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.173920000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.202240000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.230560000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.258880000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.287200000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.315520000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.343840000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.372160000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.400480000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.428800000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.457120000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.485440000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.513760000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.542080000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.570400000000e-03, 1, 0, 1, 0, 1, 0, 0, 1
1.598720000000e-03, 1, 0, 1, 0, 1, 0.5, 0.5, 1
1.627040000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
1.655360000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
1.683680000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
1.712000000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
1.740320000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
1.768640000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
1.796960000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
1.825280000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
1.853600000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
1.881920000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
1.910240000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
1.938560000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
1.966880000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
1.995200000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.023520000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.051840000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.080160000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.108480000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.136800000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.165120000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.193440000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.221760000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.250080000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.278400000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.306720000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.335040000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.363360000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.391680000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.420000000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.448320000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.476640000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.504960000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.533280000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.561600000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.589920000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.618240000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.646560000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.674880000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.703200000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.731520000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.759840000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.788160000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.816480000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.844800000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.873120000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.901440000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.929760000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.958080000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
2.986400000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
3.014720000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
3.043040000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
3.071360000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
3.099680000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
3.128000000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
3.156320000000e-03, 1, 0, 1, 0, 1, 1, 1, 1
3.184640000000e-03, 0.5, 0.5, 1, 0, 0.5, 1, 0.5, 0.5
3.212960000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.241280000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.269600000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.297920000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.326240000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.354560000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.382880000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.411200000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.439520000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.467840000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.496160000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.524480000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.552800000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.581120000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.609440000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.637760000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.666080000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.694400000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.722720000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.751040000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.779360000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.807680000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.836000000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.864320000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.892640000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.920960000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.949280000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
3.977600000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.005920000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.034240000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.062560000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.090880000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.119200000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.147520000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.175840000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.204160000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.232480000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.260800000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.289120000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.317440000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.345760000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.374080000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.402400000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.430720000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.459040000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.487360000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.515680000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.544000000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.572320000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.600640000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.628960000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.657280000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.685600000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.713920000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.742240000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.770560000000e-03, 0, 1, 1, 0, 0, 1, 0, 1
4.798880000000e-03, 0, 0.5, 1, 0, 0.5, 0.5, 0.5, 0.5
4.827200000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
4.855520000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
4.883840000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
4.912160000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
4.940480000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
4.968800000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
4.997120000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.025440000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.053760000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.082080000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.110400000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.138720000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.167040000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.195360000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.223680000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.252000000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.280320000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.308640000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.336960000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.365280000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.393600000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.421920000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.450240000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.478560000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.506880000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.535200000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.563520000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.591840000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.620160000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.648480000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.676800000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.705120000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.733440000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.761760000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.790080000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.818400000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.846720000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.875040000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.903360000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.931680000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.960000000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
5.988320000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
6.016640000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
6.044960000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
6.073280000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
6.101600000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
6.129920000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
6.158240000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
6.186560000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
6.214880000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
6.243200000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
6.271520000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
6.299840000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
6.328160000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
6.356480000000e-03, 0, 0, 1, 0, 1, 0, 1, 0
6.384800000000e-03, 0, 0.5, 0.5, 0, 0.5, 0.5, 0.5, 0.5
6.413120000000e-03, 0, 1, 0, 0, 0, 1, 0, 1
6.441440000000e-03, 0, 1, 0, 0, 0, 1, 0, 1
6.469760000000e-03, 0, 1, 0, 0, 0, 1, 0, 1
6.498080000000e-03, 0, 1, 0, 0, 0, 1, 0, 1
6.526400000000e-03, 0, 1, 0, 0, 0, 1, 0, 1
6.554720000000e-03, 0, 1, 0, 0, 0, 1, 0, 1
6.583040000000e-03, 0, 1, 0, 0, 0, 1, 0, 1
6.611360000000e-03, 0, 1, 0, 0, 0, 1, 0, 1
6.639680000000e-03, 0, 1, 0, 0, 0, 1, 0, 1
6.668000000000e-03, 0, 1, 0, 0, 0, 1, 0, 1
6.696320000000e-03, 0, 1, 0, 0, 0, 1, 0, 1
6.724640000000e-03, 0, 1, 0, 0, 0, 1, 0, 1
6.752960000000e-03, 0, 1, 0, 0, 0, 1, 0, 1
